Source,open,high,low,close,volume
2024-01-05,44128.34,44294.62,43093.58,44167.0,275.43134
2024-01-06,44167.0,44230.08,43394.97,43952.87,161.57234
2024-01-07,43980.6,44454.29,43660.0,43896.76,163.65028
2024-01-08,43898.58,47110.0,43289.84,46901.44,427.12735
2024-01-09,46905.47,47500.0,45416.18,46186.0,361.08977
2024-01-10,46186.0,47650.5,44831.18,46665.7,447.5733
2024-01-11,46665.7,48400.0,45687.06,46367.61,401.74124
2024-01-12,46367.49,46508.24,41844.35,42789.35,372.20396
2024-01-13,42848.66,43264.02,42443.05,42815.6,203.9168
2024-01-14,42822.46,43025.69,41700.01,41700.01,214.7634
2024-01-15,41735.63,43320.8,41636.2,42532.82,168.67596
2024-01-16,42533.07,43554.13,42031.6,43125.41,194.36454
2024-01-17,43162.69,43189.3,42218.33,42788.24,139.19491
2024-01-18,42774.14,42944.6,40612.2,41323.0,283.46178
2024-01-19,41323.0,42311.5,40308.53,41694.1,239.22309
2024-01-20,41694.7,41859.17,41460.0,41766.8,75.6808
2024-01-21,41742.0,41876.92,41528.23,41572.24,83.47213
2024-01-22,41572.61,41733.1,39441.54,39553.71,275.10441
2024-01-23,39553.71,40164.61,38570.59,39885.18,200.04517
2024-01-24,39870.49,40554.88,39380.27,40080.86,91.52764
2024-01-25,40069.86,40290.0,39523.69,39930.97,54.37907
2024-01-26,39930.97,42193.81,39831.89,41800.02,128.57511
2024-01-27,41801.23,42159.36,41413.79,42103.0,34.86381
2024-01-28,42108.15,42814.07,41655.39,42063.04,61.59193
2024-01-29,42033.94,43299.99,41843.97,43275.97,85.82408
2024-01-30,43283.97,43800.0,42706.06,42983.77,70.5723
2024-01-31,42969.43,43726.57,42075.0,42600.0,96.28622
2024-02-01,42570.25,43271.42,41911.49,43085.14,111.87772
2024-02-02,43087.86,43458.22,42588.68,43198.29,58.97192
2024-02-03,43198.3,43379.36,42900.0,42975.14,30.91661
2024-02-04,43024.81,43100.0,42378.54,42571.73,35.87544
2024-02-05,42585.03,43537.69,42338.39,42701.18,71.02396
2024-02-06,42726.18,43370.33,42571.28,43106.39,60.21508
2024-02-07,43114.3,44352.0,42789.07,44346.1,93.23569
2024-02-08,44320.3,45577.35,44320.3,45313.39,75.7232
2024-02-09,45313.16,48088.7,45257.34,47091.85,158.19887
2024-02-10,47091.87,48117.77,46875.94,47775.49,40.9223
2024-02-11,47770.0,48510.59,47601.14,48247.73,73.81687
2024-02-12,48248.36,50246.21,47734.4,49947.62,149.5244
2024-02-13,49931.8,50322.0,48204.6,49738.87,130.99965
2024-02-14,49698.02,52000.0,49338.0,51759.58,145.89177
2024-02-15,51768.04,52793.0,51340.3,51901.75,131.6589
2024-02-16,51855.33,52523.16,51600.0,52132.09,89.73123
2024-02-17,52151.67,52181.21,50645.33,51670.97,53.57423
2024-02-18,51644.37,52300.08,51191.46,52120.0,38.28548
2024-02-19,52120.0,52427.44,51700.0,51751.84,54.94769
2024-02-20,51751.95,52850.0,50779.54,52250.08,101.21539
2024-02-21,52285.22,52361.01,50653.13,51821.06,65.06172
2024-02-22,51865.96,52018.79,50977.67,51348.64,58.81362
2024-02-23,51317.14,51521.02,50551.87,50754.22,45.59659
2024-02-24,50728.34,51664.32,50601.49,51562.84,36.00047
2024-02-25,51562.27,51903.0,51324.56,51745.0,39.84299
2024-02-26,51745.0,54834.17,50930.04,54489.99,140.43632
2024-02-27,54447.09,57500.0,54447.03,57067.0,184.35812
2024-02-28,57067.0,63583.26,56719.85,62413.39,366.34648
2024-02-29,62495.88,63500.0,60409.17,61125.22,191.13411
2024-03-01,61188.91,62817.48,60755.0,62394.58,88.17028
2024-03-02,62412.48,62434.25,61550.0,62006.35,64.96801
2024-03-03,62006.33,63154.47,61365.23,63068.89,55.23981
2024-03-04,63068.89,68309.21,62425.78,68152.44,191.47634
2024-03-05,68049.92,68965.91,58618.0,63830.27,320.09433
2024-03-06,63830.11,67573.8,62800.0,66193.8,140.72554
2024-03-07,66193.8,67901.14,65700.01,66845.27,99.20372
2024-03-08,66845.0,69845.0,66125.3,68163.76,179.931114
2024-03-09,68152.22,68539.44,67400.0,68309.0,44.41091
2024-03-10,68351.49,69999.0,68150.0,68978.46,101.72577
2024-03-11,68919.36,72754.15,67800.0,72115.58,164.64562
2024-03-12,72119.15,72945.19,69008.63,71420.43,116.84886
2024-03-13,71469.96,73559.04,71355.77,73020.03,103.44826
2024-03-14,73108.44,73779.26,68992.81,71389.23,146.54703
2024-03-15,71405.0,72387.23,66037.11,69506.22,190.19712
2024-03-16,69519.3,70000.9,64700.0,65354.59,79.27654
2024-03-17,65269.94,68850.85,64572.53,68397.9,80.34426
2024-03-18,68397.89,68868.58,66585.49,67562.87,61.92561
2024-03-19,67562.87,68000.0,61587.35,62057.44,210.30809
2024-03-20,61920.49,67957.59,60802.51,67630.03,151.49905
2024-03-21,67719.39,68045.52,64605.53,65513.13,56.10592
2024-03-22,65448.72,66535.65,62339.49,63811.92,71.36894
2024-03-23,63811.05,65961.38,63063.08,64041.82,52.1354
2024-03-24,64041.73,67439.74,63815.35,67173.0,39.91476
2024-03-25,67180.4,71043.93,66306.57,69853.45,123.64859
2024-03-26,69868.6,71365.19,69324.13,69983.99,56.22012
2024-03-27,69948.59,71668.99,68303.6,69437.7,69.5824
2024-03-28,69482.38,71500.0,68938.4,70811.57,65.02468
2024-03-29,70811.47,70904.9,69085.8,69849.99,48.95289
2024-03-30,69849.99,70330.65,69650.0,69763.07,26.40171
2024-03-31,69762.99,71322.88,69692.29,71319.74,33.97613
2024-04-01,71322.38,71322.38,68084.93,69700.0,69.46532
2024-04-02,69700.0,69725.94,64624.75,65473.99,128.46354
2024-04-03,65473.47,67066.37,64555.01,66008.96,59.05627
2024-04-04,66008.96,69262.19,65211.51,68369.41,49.24852
2024-04-05,68451.28,68592.02,65956.51,67829.31,62.72157
2024-04-06,67829.31,69486.6,67438.27,68828.93,12.83182
2024-04-07,68892.99,70107.94,68670.0,69335.89,31.61533
2024-04-08,69255.01,72740.2,69098.78,71640.11,94.24361
2024-04-09,71640.01,71701.0,68249.89,69173.8,79.70466
2024-04-10,69173.55,70900.0,67555.36,70555.79,69.9965
2024-04-11,70555.79,71235.97,69602.4,70056.0,36.15518
2024-04-12,70073.46,71199.0,66000.0,67183.85,89.87685
2024-04-13,67239.0,68001.1,61723.97,63947.01,133.69929
2024-04-14,63920.15,66000.0,62005.6,65780.16,56.44785
2024-04-15,65826.97,66824.65,62372.92,63449.83,67.84581
2024-04-16,63380.58,64884.8,61503.38,63859.29,91.65388
2024-04-17,63806.0,64473.13,59723.94,61289.21,93.613
2024-04-18,61350.59,64087.97,60854.6,63463.3,42.54642
2024-04-19,63447.69,65472.48,59631.64,63843.37,108.08397
2024-04-20,63842.42,65400.0,63106.21,64930.63,62.15612
2024-04-21,64975.22,65662.76,64245.48,64957.64,21.66664
2024-04-22,64957.64,67176.25,64543.51,66850.0,38.85241
2024-04-23,66867.85,67164.66,65815.98,66399.99,28.01835
2024-04-24,66374.04,66980.0,63777.57,64278.95,45.99513
2024-04-25,64325.42,65240.53,62825.96,64500.0,34.76707
2024-04-26,64506.07,64777.0,63359.86,63801.92,25.35186
2024-04-27,63758.97,63859.71,62500.0,63460.73,26.27522
2024-04-28,63471.29,64334.12,62825.96,63137.36,15.36399
2024-04-29,63137.36,64190.71,61813.19,63817.61,24.30825
2024-04-30,63860.73,64690.43,59274.0,60698.63,64.65473
2024-05-01,60698.5,60829.26,56603.15,58361.6,106.99634
2024-05-02,58431.16,59588.23,57027.31,59102.52,45.63249
2024-05-03,59102.36,63323.7,58808.71,62849.56,69.08544
2024-05-04,62839.79,64441.95,62557.84,63800.39,42.81561
2024-05-05,63800.39,64600.0,62910.37,64021.14,21.25451
2024-05-06,63994.76,65460.03,62754.3,63154.41,44.71543
2024-05-07,63176.2,64364.22,62297.02,62358.78,34.19785
2024-05-08,62300.0,62994.04,60909.72,61193.08,30.54245
2024-05-09,61162.31,63399.95,60660.39,63061.0,43.21448
2024-05-10,63061.0,63429.74,60250.0,60935.38,53.54052
2024-05-11,60937.79,61508.16,60734.04,60839.82,15.38899
2024-05-12,60840.0,61832.14,60608.27,61493.88,12.93185
2024-05-13,61444.29,63408.18,60728.58,62876.81,42.42313
2024-05-14,62908.08,63112.14,61184.61,61620.22,24.76124
2024-05-15,61565.2,66398.81,61375.04,66232.38,72.26446
2024-05-16,66232.33,66729.32,64634.2,65245.85,39.77427
2024-05-17,65250.0,67389.15,65150.0,66965.81,40.13447
2024-05-18,67012.39,67372.02,66581.57,66947.59,16.32194
2024-05-19,66947.63,67690.22,66000.0,66356.97,26.566
2024-05-20,66292.85,71477.11,66150.0,71400.0,91.92934
2024-05-21,71305.57,71700.0,69241.85,70173.59,67.53635
2024-05-22,70173.59,70623.97,69042.5,69156.68,50.94181
2024-05-23,69169.68,70066.97,66500.0,67900.07,46.42399
2024-05-24,67900.76,69213.34,66671.51,68497.47,28.06156
2024-05-25,68497.47,69540.18,68459.44,69244.29,17.27617
2024-05-26,69200.12,69458.8,68197.05,68555.48,10.736
2024-05-27,68472.93,70622.67,68290.22,69438.5,34.95117
2024-05-28,69438.5,69540.49,67325.27,68340.67,43.23248
2024-05-29,68436.0,68900.0,67183.87,67621.67,21.33966
2024-05-30,67622.12,69441.91,67146.37,68430.55,27.63761
2024-05-31,68401.58,69006.22,66716.79,67570.0,27.15424
2024-06-01,67570.0,67901.14,67484.71,67858.33,6.24416
2024-06-02,67886.74,68433.48,67326.97,67820.77,16.77767
2024-06-03,67756.81,70000.0,67610.13,68824.27,35.76605
2024-06-04,68819.57,70995.67,68606.12,70559.07,49.81152
2024-06-05,70559.07,71738.37,70415.5,71111.73,42.77013
2024-06-06,71111.73,71641.02,70300.0,70840.76,29.21083
2024-06-07,70840.72,71949.57,68745.63,69376.8,50.74441
2024-06-08,69376.79,69590.0,69218.5,69347.3,10.19391
