Source.Name,open_time,open,high,low,close,volume,close_time,quote_volume,count,taker_buy_base_volume,taker_buy_quote_volume
BTCUSDT-1d-2020-04.csv,1.58786E+12,7537.51,7705.38,7461.99,7694.13,88.994885,1.58795E+12,676350.9924,1691,37.213148,283127.8803
BTCUSDT-1d-2020-04.csv,1.58795E+12,7695.78,7791.73,7628.24,7775.57,75.132129,1.58803E+12,579408.0033,1644,45.011537,347492.4594
BTCUSDT-1d-2020-04.csv,1.58803E+12,7777.05,7782.01,7670.15,7748.5,44.404302,1.58812E+12,343064.8578,889,19.407648,149916.84
BTCUSDT-1d-2020-04.csv,1.58812E+12,7742.68,8955.58,7713.01,8778.63,320.888147,1.5882E+12,2704649.856,4480,165.189195,1391904.904
BTCUSDT-1d-2020-04.csv,1.5882E+12,8782.65,9450.76,8404.31,8630.86,384.675439,1.58829E+12,3448493.179,6246,171.327618,1527458.884
BTCUSDT-1d-2020-05.csv,1.58829E+12,8628.07,9051.55,8617.99,8817.65,137.638493,1.58838E+12,1209287.471,3159,79.933029,701998.6309
BTCUSDT-1d-2020-05.csv,1.58838E+12,8818.22,9014.77,8757.77,8972.68,59.469765,1.58846E+12,528507.4909,1880,34.151839,303491.6481
BTCUSDT-1d-2020-05.csv,1.58846E+12,8973.85,9196.27,8718.08,8887.35,210.049083,1.58855E+12,1881186.832,3616,84.939763,760907.9723
BTCUSDT-1d-2020-05.csv,1.58855E+12,8896.62,8954.26,8528.63,8868.92,198.32248,1.58864E+12,1736500.582,3130,113.926389,996909.127
BTCUSDT-1d-2020-05.csv,1.58864E+12,8878.25,9105.2,8772.22,9027.64,133.86243,1.58872E+12,1195470.439,2648,74.226118,663623.9483
BTCUSDT-1d-2020-05.csv,1.58872E+12,9022.44,9396.16,8918.99,9145.93,242.577093,1.58881E+12,2227399.415,4513,133.972569,1229310.146
BTCUSDT-1d-2020-05.csv,1.58881E+12,9132.52,10063.93,9010,9991.11,340.351689,1.5889E+12,3257938.167,5913,202.957248,1939844.919
BTCUSDT-1d-2020-05.csv,1.5889E+12,10001.44,10032.58,9717.86,9810.32,138.251436,1.58898E+12,1370009.815,3527,63.942168,634095.4661
BTCUSDT-1d-2020-05.csv,1.58898E+12,9805.88,9900,9507.03,9539.68,145.785194,1.58907E+12,1416032.53,3573,63.254801,615103.9221
BTCUSDT-1d-2020-05.csv,1.58907E+12,9531.93,9569.31,8127.14,8726.3,600.65983,1.58916E+12,5178074.832,9434,283.854101,2446145.715
BTCUSDT-1d-2020-05.csv,1.58916E+12,8730.15,9162.08,8200,8561.03,399.574609,1.58924E+12,3445744.82,6139,200.983044,1734957.549
BTCUSDT-1d-2020-05.csv,1.58924E+12,8560.18,8973.14,8533.72,8810,153.606379,1.58933E+12,1349116.704,3662,83.086069,730801.8644
BTCUSDT-1d-2020-05.csv,1.58933E+12,8808.62,9398.12,8800.91,9295,167.297195,1.58941E+12,1524473.77,3793,94.514735,862134.2115
BTCUSDT-1d-2020-05.csv,1.58941E+12,9305.22,9936.94,9264.35,9792.25,247.695074,1.5895E+12,2394549.829,5114,147.112068,1424192.16
BTCUSDT-1d-2020-05.csv,1.5895E+12,9796.68,9839.59,9142.29,9311.55,314.061281,1.58959E+12,2962845.695,4913,137.099781,1292141.798
BTCUSDT-1d-2020-05.csv,1.58959E+12,9314.71,9574.09,9224.81,9387.32,136.890462,1.58967E+12,1285974.256,2712,66.581353,625702.1172
BTCUSDT-1d-2020-05.csv,1.58967E+12,9384.97,9883.77,9340.55,9675.9,192.143024,1.58976E+12,1855776.443,3434,99.881919,961409.2662
BTCUSDT-1d-2020-05.csv,1.58976E+12,9682.67,9953.2,9433.42,9735.91,228.596217,1.58985E+12,2221113.183,3681,114.932764,1118076.631
BTCUSDT-1d-2020-05.csv,1.58985E+12,9738.69,9893.93,9476.26,9771.9,166.998021,1.58993E+12,1616047.129,3329,72.67788,706349.2928
BTCUSDT-1d-2020-05.csv,1.58993E+12,9776.96,9836.6,9318.19,9520.76,186.184663,1.59002E+12,1781035.943,2867,70.142859,672291.7888
BTCUSDT-1d-2020-05.csv,1.59002E+12,9506.65,9564.73,8823.84,9058.33,241.577746,1.59011E+12,2209187.865,3557,111.496019,1019793.073
BTCUSDT-1d-2020-05.csv,1.59011E+12,9057.15,9260.9,8940,9169.41,124.68715,1.59019E+12,1137763.213,2322,71.629227,654681.6144
BTCUSDT-1d-2020-05.csv,1.59019E+12,9166.81,9302.52,9091.22,9174.47,57.329497,1.59028E+12,527660.7491,1538,28.176375,259676.8892
BTCUSDT-1d-2020-05.csv,1.59028E+12,9177.48,9297.7,8684.62,8716.23,189.507228,1.59036E+12,1701312.446,2809,88.285894,795797.7762
BTCUSDT-1d-2020-05.csv,1.59036E+12,8714.75,8979.62,8646.82,8890.24,176.878932,1.59045E+12,1562194.613,2707,90.323491,798528.8936
BTCUSDT-1d-2020-05.csv,1.59045E+12,8900.59,9013.41,8704.33,8839.14,92.653075,1.59054E+12,820292.6907,1801,50.975864,451864.6025
BTCUSDT-1d-2020-05.csv,1.59054E+12,8842.15,9225.75,8820,9202,109.34668,1.59062E+12,994500.7834,2206,62.062066,564211.6509
BTCUSDT-1d-2020-05.csv,1.59062E+12,9205,9621.93,9115.16,9578.52,134.297435,1.59071E+12,1256987.153,2535,78.53884,734689.7286
BTCUSDT-1d-2020-05.csv,1.59071E+12,9579,9603.73,9315.99,9424.31,74.027066,1.5908E+12,701168.2974,1883,25.321185,240013.8884
BTCUSDT-1d-2020-05.csv,1.5908E+12,9424.49,9739,9342.66,9698.33,116.297491,1.59088E+12,1108335.645,2293,58.580668,559344.8788
BTCUSDT-1d-2020-05.csv,1.59088E+12,9701.31,9701.84,9398.65,9469.22,93.62073,1.59097E+12,893869.4722,2186,39.386034,376784.8571
BTCUSDT-1d-2020-06.csv,1.59097E+12,9449.84,10370.58,9424.72,10195.38,204.162993,1.59106E+12,2005070.236,3750,128.557185,1259500.059
BTCUSDT-1d-2020-06.csv,1.59106E+12,10200,10220,9283.85,9522.74,333.598459,1.59114E+12,3243541.042,4664,138.438621,1352782.615
BTCUSDT-1d-2020-06.csv,1.59114E+12,9514.23,9685.01,9391.9,9652.01,78.968367,1.59123E+12,754104.7705,1594,43.874158,419635.4172
BTCUSDT-1d-2020-06.csv,1.59123E+12,9669.5,9880.8,9455,9792.39,120.887073,1.59132E+12,1172304.683,2355,68.541342,665527.6439
BTCUSDT-1d-2020-06.csv,1.59132E+12,9790.74,9849.29,9602.38,9628.52,110.72022,1.5914E+12,1075701.12,2133,45.636003,443266.9078
BTCUSDT-1d-2020-06.csv,1.5914E+12,9613.97,9733.85,9537.9,9661.48,74.655262,1.59149E+12,719133.9634,1609,34.052561,328496.9824
BTCUSDT-1d-2020-06.csv,1.59149E+12,9667.25,9818.8,9365.7,9748.82,147.422656,1.59157E+12,1415666.745,3058,72.078559,693806.9558
BTCUSDT-1d-2020-06.csv,1.59157E+12,9750.29,9801.01,9633.08,9774.31,78.641054,1.59166E+12,764139.3437,1542,45.197433,439518.6938
BTCUSDT-1d-2020-06.csv,1.59166E+12,9781.05,9872.56,9560.14,9772.99,140.769326,1.59175E+12,1367445.164,1810,63.338912,616318.3113
BTCUSDT-1d-2020-06.csv,1.59175E+12,9764.48,9986.78,9695.99,9886.32,149.387852,1.59183E+12,1467699.624,2443,72.047971,709189.9251
BTCUSDT-1d-2020-06.csv,1.59183E+12,9886.35,9958.93,9081.1,9269.7,257.614062,1.59192E+12,2459345.653,4125,99.647827,948954.9989
BTCUSDT-1d-2020-06.csv,1.59192E+12,9258.29,9549.99,9242.21,9463.82,126.715209,1.59201E+12,1192655.501,2064,68.386254,644311.7526
BTCUSDT-1d-2020-06.csv,1.59201E+12,9463.82,9489.97,9351.22,9465.95,39.62649,1.59209E+12,373532.711,861,20.244391,191045.284
BTCUSDT-1d-2020-06.csv,1.59209E+12,9462.31,9462.31,9245.04,9346.38,62.17131,1.59218E+12,582323.1944,1147,34.698174,325320.7454
BTCUSDT-1d-2020-06.csv,1.59218E+12,9323.26,9495,8923.23,9430.51,149.844349,1.59227E+12,1380002.94,3104,73.742516,681577.4928
BTCUSDT-1d-2020-06.csv,1.59227E+12,9421.95,9587.03,9377.5,9529.1,96.535418,1.59235E+12,916823.5285,2048,50.278506,477815.7487
BTCUSDT-1d-2020-06.csv,1.59235E+12,9528.14,9564.15,9250,9463.47,87.384654,1.59244E+12,823705.078,2029,39.480121,372533.0145
BTCUSDT-1d-2020-06.csv,1.59244E+12,9463.85,9483.41,9286.73,9390.23,49.784917,1.59252E+12,467169.6908,1142,20.505145,192255.047
BTCUSDT-1d-2020-06.csv,1.59252E+12,9385.73,9438.96,9242.62,9314.01,77.608082,1.59261E+12,725352.5969,1608,41.814392,391959.3826
BTCUSDT-1d-2020-06.csv,1.59261E+12,9307.95,9396.76,9167.99,9353.98,46.640534,1.5927E+12,433506.0749,1196,20.437288,190302.5143
BTCUSDT-1d-2020-06.csv,1.5927E+12,9358.32,9417.09,9283.57,9294.41,42.988649,1.59278E+12,401694.3966,1129,19.076656,178532.4122
BTCUSDT-1d-2020-06.csv,1.59278E+12,9291.44,9777.15,9271.84,9680.86,119.48478,1.59287E+12,1142124.283,2111,63.897959,610742.936
BTCUSDT-1d-2020-06.csv,1.59287E+12,9689.28,9716.54,9550,9613.86,48.806607,1.59296E+12,470309.4991,1127,22.528574,217300.473
BTCUSDT-1d-2020-06.csv,1.59296E+12,9625.71,9662.99,9211.35,9308.03,147.900737,1.59304E+12,1388561.598,2044,54.582252,511687.1777
BTCUSDT-1d-2020-06.csv,1.59304E+12,9294.78,9334.94,9002.74,9254.68,111.484607,1.59313E+12,1026985.855,2037,49.888622,460423.236
BTCUSDT-1d-2020-06.csv,1.59313E+12,9249.2,9295.87,9050,9161.8,95.466447,1.59322E+12,874507.339,1571,52.959583,484969.1995
BTCUSDT-1d-2020-06.csv,1.59322E+12,9162.35,9195.6,8835.06,9009.86,144.180415,1.5933E+12,1297938.132,1678,68.487609,617162.5144
BTCUSDT-1d-2020-06.csv,1.5933E+12,8993.25,9191.26,8943.61,9118.09,62.387264,1.59339E+12,567391.105,1028,35.857825,326483.1718
BTCUSDT-1d-2020-06.csv,1.59339E+12,9119.02,9238.72,9027.5,9182.67,61.122479,1.59348E+12,558166.5593,1205,32.728048,299088.6026
BTCUSDT-1d-2020-06.csv,1.59348E+12,9198.47,9199.66,9063.2,9132.51,52.005473,1.59356E+12,475443.2335,1149,25.036149,229012.4893
BTCUSDT-1d-2020-07.csv,1.59356E+12,9132.29,9289.52,9090.31,9231.97,90.950834,1.59365E+12,837295.1876,1758,40.917854,376839.0357
BTCUSDT-1d-2020-07.csv,1.59365E+12,9232.35,9257.75,8948.28,9085.99,107.69768,1.59373E+12,978980.2293,1985,45.921837,417716.3149
BTCUSDT-1d-2020-07.csv,1.59373E+12,9080.24,9121.51,9042.4,9058.26,38.005977,1.59382E+12,345535.5192,1130,18.416358,167435.3049
BTCUSDT-1d-2020-07.csv,1.59382E+12,9056.63,9191.9,9043.13,9139.68,64.979986,1.59391E+12,592539.8404,1370,34.359206,313416.8235
BTCUSDT-1d-2020-07.csv,1.59391E+12,9137.3,9141.86,8909.4,9075.83,84.816948,1.59399E+12,766231.9721,1831,40.47239,365871.7661
BTCUSDT-1d-2020-07.csv,1.59399E+12,9067.38,9369.88,9056.59,9344.62,114.066302,1.59408E+12,1053996.813,1940,64.462552,596577.7887
BTCUSDT-1d-2020-07.csv,1.59408E+12,9344.15,9377.18,9206.54,9258.09,52.013121,1.59417E+12,482169.7684,1425,21.533522,199846.4012
BTCUSDT-1d-2020-07.csv,1.59417E+12,9262.19,9464.26,9233.38,9425.13,120.262634,1.59425E+12,1124957.337,2503,54.34682,508804.8367
BTCUSDT-1d-2020-07.csv,1.59425E+12,9429.96,9432.63,9170,9234.39,68.515538,1.59434E+12,635247.5408,1496,35.107814,325051.9598
BTCUSDT-1d-2020-07.csv,1.59434E+12,9232.87,9315.3,9125.78,9285.54,70.074404,1.59443E+12,644855.4332,1626,31.875415,294066.0748
BTCUSDT-1d-2020-07.csv,1.59443E+12,9288.49,9298.97,9180,9233.85,28.973751,1.59451E+12,267207.8401,693,14.607984,134689.2724
BTCUSDT-1d-2020-07.csv,1.59451E+12,9230.97,9342.64,9159.78,9300,67.36077,1.5946E+12,623712.8692,1189,40.681111,377410.9453
BTCUSDT-1d-2020-07.csv,1.5946E+12,9300,9342.86,9198.53,9241.03,134.614116,1.59468E+12,1249799.091,2638,79.34949,736794.9193
BTCUSDT-1d-2020-07.csv,1.59468E+12,9241.88,9279.55,9107.84,9255.02,76.47142,1.59477E+12,704013.8262,1608,29.213399,269317.3102
BTCUSDT-1d-2020-07.csv,1.59477E+12,9254.55,9274.12,9159.37,9201.51,56.09703,1.59486E+12,516938.8941,1416,28.316708,261145.5925
BTCUSDT-1d-2020-07.csv,1.59486E+12,9196.53,9221.29,9043.3,9130.79,51.932473,1.59494E+12,473092.2136,1164,24.485032,223223.9651
BTCUSDT-1d-2020-07.csv,1.59494E+12,9135.09,9181.95,9089.05,9153.08,26.467403,1.59503E+12,241965.3541,720,16.95189,155039.2394
BTCUSDT-1d-2020-07.csv,1.59503E+12,9147.68,9205.47,9122.89,9164.84,33.498036,1.59512E+12,307022.856,1100,15.463446,141758.8885
BTCUSDT-1d-2020-07.csv,1.59512E+12,9170.52,9230.85,9106.76,9210.99,33.556284,1.5952E+12,307549.3512,649,24.456913,224269.4306
BTCUSDT-1d-2020-07.csv,1.5952E+12,9215.16,9220.16,9136.12,9162,49.3685,1.59529E+12,452782.6547,1138,20.467902,187845.1854
BTCUSDT-1d-2020-07.csv,1.59529E+12,9162,9431.33,9154.02,9386.46,137.426654,1.59538E+12,1282154.811,1736,74.583202,695340.3708
BTCUSDT-1d-2020-07.csv,1.59538E+12,9388.52,9541.97,9285.13,9518.56,87.148336,1.59546E+12,821578.6775,1483,47.587693,448657.0923
BTCUSDT-1d-2020-07.csv,1.59546E+12,9520.51,9661.18,9450,9608.7,95.568669,1.59555E+12,912463.0493,1906,62.174447,593855.6727
BTCUSDT-1d-2020-07.csv,1.59555E+12,9601.25,9633.98,9474.37,9542.14,81.623787,1.59564E+12,779059.2498,1803,32.958646,315122.862
BTCUSDT-1d-2020-07.csv,1.59564E+12,9541.82,9729.47,9535.47,9699.66,135.852592,1.59572E+12,1309107.307,2666,65.900728,636396.3275
BTCUSDT-1d-2020-07.csv,1.59572E+12,9689.94,10130.38,9652.79,9919.91,240.596076,1.59581E+12,2384130.546,3540,155.958914,1544036.367
BTCUSDT-1d-2020-07.csv,1.59581E+12,9933.23,11387.17,9923.16,11025.59,1050.896514,1.59589E+12,11195355.59,9203,540.338725,5755539.46
BTCUSDT-1d-2020-07.csv,1.59589E+12,11032.42,11236.42,10587.94,10912.79,528.408639,1.59598E+12,5795517.954,5969,239.605014,2625191.452
BTCUSDT-1d-2020-07.csv,1.59598E+12,10908.96,11339.99,10833.19,11100,159.445256,1.59607E+12,1771325.252,3123,72.301,803582.3551
BTCUSDT-1d-2020-07.csv,1.59607E+12,11083.58,11168.31,10833.85,11100.77,84.020996,1.59615E+12,924036.162,2177,39.17219,431240.6205
BTCUSDT-1d-2020-07.csv,1.59615E+12,11100.76,11436.77,10963.8,11342.27,120.559704,1.59624E+12,1357398.542,2888,69.122265,777600.9161
BTCUSDT-1d-2020-08.csv,1.59624E+12,11339.93,11857.49,11229.46,11807.44,181.397571,1.59633E+12,2109181.723,4987,83.93872,975858.8469
BTCUSDT-1d-2020-08.csv,1.59633E+12,11795.37,12106.78,10601.02,11051.39,331.082702,1.59641E+12,3726671.069,6295,142.227788,1599383.156
BTCUSDT-1d-2020-08.csv,1.59641E+12,11071.37,11474.76,10930.95,11218.62,151.111532,1.5965E+12,1702914.182,3313,86.721136,978311.5556
BTCUSDT-1d-2020-08.csv,1.5965E+12,11219.18,11414.12,11017.99,11174.62,136.617914,1.59659E+12,1534738.837,2577,43.393014,487911.0865
BTCUSDT-1d-2020-08.csv,1.59659E+12,11190.23,11779.04,11091.69,11749.51,169.299941,1.59667E+12,1951353.81,3436,88.057762,1017974.132
BTCUSDT-1d-2020-08.csv,1.59667E+12,11748.49,11902.45,11572.96,11760.52,108.645536,1.59676E+12,1274112.234,2341,53.741336,629030.9207
BTCUSDT-1d-2020-08.csv,1.59676E+12,11762.52,11904.26,11503.63,11572.13,110.611031,1.59684E+12,1289941.193,1838,52.855351,617462.6343
BTCUSDT-1d-2020-08.csv,1.59684E+12,11592.57,11803.91,11527.84,11753.11,129.942061,1.59693E+12,1517461.587,2110,80.666012,943556.357
BTCUSDT-1d-2020-08.csv,1.59693E+12,11762.89,11795.97,11530,11667.78,82.826894,1.59702E+12,964953.0371,2012,35.388139,412683.3084
BTCUSDT-1d-2020-08.csv,1.59702E+12,11681.74,12059.94,11442.01,11882.65,171.984429,1.5971E+12,2036538.144,2952,72.639169,862120.7385
BTCUSDT-1d-2020-08.csv,1.5971E+12,11891.62,11934.6,11119.32,11392.15,176.360102,1.59719E+12,2032652.041,3914,62.300894,716169.735
BTCUSDT-1d-2020-08.csv,1.59719E+12,11389.33,11618.25,11146.46,11566.44,94.555925,1.59728E+12,1083905.732,2031,57.146534,655164.3616
BTCUSDT-1d-2020-08.csv,1.59728E+12,11571.37,11790.01,11276.57,11764.66,128.801882,1.59736E+12,1490633.235,2580,66.930086,774638.1142
BTCUSDT-1d-2020-08.csv,1.59736E+12,11787.67,11853.21,11638.15,11760.4,119.845929,1.59745E+12,1411046.999,2611,75.325329,888309.3575
BTCUSDT-1d-2020-08.csv,1.59745E+12,11762.81,11976.18,11691.56,11867.17,104.310058,1.59754E+12,1237473.109,1731,39.68187,471250.4773
BTCUSDT-1d-2020-08.csv,1.59754E+12,11851.89,11928.76,11692.07,11912.1,41.130538,1.59762E+12,485871.5405,1308,20.250181,239167.7377
BTCUSDT-1d-2020-08.csv,1.59762E+12,11913.37,12464.2,11770.68,12271.4,202.88071,1.59771E+12,2459145.207,3315,99.299728,1204715.056
BTCUSDT-1d-2020-08.csv,1.59771E+12,12285.28,12384.95,11820,11957.77,139.84325,1.5978E+12,1683505.197,2329,61.653413,743339.8466
BTCUSDT-1d-2020-08.csv,1.5978E+12,11941.63,12001.73,11565.01,11742.87,167.012969,1.59788E+12,1962443.006,2578,92.364886,1085700.972
BTCUSDT-1d-2020-08.csv,1.59788E+12,11750.08,11878.82,11678.38,11864.51,56.581385,1.59797E+12,667028.473,1166,31.15972,367738.9798
BTCUSDT-1d-2020-08.csv,1.59797E+12,11851.42,11879.76,11490,11528.2,114.564867,1.59805E+12,1339026.938,2481,44.095034,515429.9723
BTCUSDT-1d-2020-08.csv,1.59805E+12,11514.42,11684.68,11384.2,11658.24,53.6814,1.59814E+12,619427.7487,1257,27.805252,320893.3652
