,Source,open_time,open,high,low,close,volume
81,BTCUSDT-1d-2023-06.csv,1687310000000.0,28322.72,138070.0,28259.32,30009.46,518.0493
82,BTCUSDT-1d-2023-06.csv,1687390000000.0,30009.0,30533.01,29800.0,29922.22,292.202
83,BTCUSDT-1d-2023-06.csv,1687480000000.0,29907.0,31392.15,29850.0,30660.0,287.12504
84,BTCUSDT-1d-2023-06.csv,1687560000000.0,30671.38,30841.7,30290.19,30527.01,111.16373
85,BTCUSDT-1d-2023-06.csv,1687650000000.0,30540.7,30994.44,30344.0,30470.93,135.44209
86,BTCUSDT-1d-2023-06.csv,1687740000000.0,30449.56,30660.2,29944.0,30275.0,130.72946
87,BTCUSDT-1d-2023-06.csv,1687820000000.0,30275.0,30974.22,30234.53,30707.77,137.63916
88,BTCUSDT-1d-2023-06.csv,1687910000000.0,30688.0,30715.84,29890.0,30098.93,186.45661
89,BTCUSDT-1d-2023-06.csv,1688000000000.0,30081.95,30818.0,30043.0,30430.01,240.3208
90,BTCUSDT-1d-2023-06.csv,1688080000000.0,30430.01,31239.69,30034.0,30476.8,373.70658
91,BTCUSDT-1d-2023-07.csv,1688170000000.0,30476.83,30656.4,30338.23,30604.99,104.99358
92,BTCUSDT-1d-2023-07.csv,1688260000000.0,30604.97,30777.01,30300.0,30625.0,121.66079
93,BTCUSDT-1d-2023-07.csv,1688340000000.0,30626.45,31375.14,30576.02,31160.0,164.70626
94,BTCUSDT-1d-2023-07.csv,1688430000000.0,31161.68,31338.99,30642.28,30780.94,125.17742
95,BTCUSDT-1d-2023-07.csv,1688520000000.0,30775.0,30860.03,30203.84,30514.97,130.42412
96,BTCUSDT-1d-2023-07.csv,1688600000000.0,30504.99,31380.0,29800.5,29895.19,342.12422
97,BTCUSDT-1d-2023-07.csv,1688690000000.0,29913.57,30446.25,29712.21,30360.58,206.35585
98,BTCUSDT-1d-2023-07.csv,1688770000000.0,30361.35,30400.82,30072.7,30280.01,138.85526
99,BTCUSDT-1d-2023-07.csv,1688860000000.0,30293.97,30438.56,30088.13,30194.99,98.20702
100,BTCUSDT-1d-2023-07.csv,1688950000000.0,30194.99,31030.52,30000.0,30435.98,233.90207
101,BTCUSDT-1d-2023-07.csv,1689030000000.0,30432.99,30795.03,30379.59,30626.01,139.31124
102,BTCUSDT-1d-2023-07.csv,1689120000000.0,30619.88,30955.77,30220.32,30365.0,201.248
103,BTCUSDT-1d-2023-07.csv,1689210000000.0,30369.0,32000.0,30267.71,31454.17,404.61645
104,BTCUSDT-1d-2023-07.csv,1689290000000.0,31449.99,31526.12,29955.43,30313.0,385.41818
105,BTCUSDT-1d-2023-07.csv,1689380000000.0,30313.0,30375.74,30237.0,30288.46,79.04124
106,BTCUSDT-1d-2023-07.csv,1689470000000.0,30294.99,30432.33,30069.13,30225.15,123.73596
107,BTCUSDT-1d-2023-07.csv,1689550000000.0,30236.18,30330.38,29667.69,30154.58,223.9924
108,BTCUSDT-1d-2023-07.csv,1689640000000.0,30154.57,30225.0,29689.0,29864.32,205.57209
109,BTCUSDT-1d-2023-07.csv,1689720000000.0,29876.36,30172.82,29765.84,29925.02,177.27548
110,BTCUSDT-1d-2023-07.csv,1689810000000.0,29944.72,30414.4,29566.71,29809.99,248.87074
111,BTCUSDT-1d-2023-07.csv,1689900000000.0,29809.99,30052.74,29730.0,29899.99,134.00071
112,BTCUSDT-1d-2023-07.csv,1689980000000.0,29899.99,29985.79,29680.0,29785.02,80.28221
113,BTCUSDT-1d-2023-07.csv,1690070000000.0,29798.25,30330.0,29745.01,30079.91,150.46982
114,BTCUSDT-1d-2023-07.csv,1690160000000.0,30079.91,30101.56,28865.83,29175.51,268.99459
115,BTCUSDT-1d-2023-07.csv,1690240000000.0,29189.43,29373.78,29050.05,29215.05,96.05095
116,BTCUSDT-1d-2023-07.csv,1690330000000.0,29229.96,29636.38,29100.0,29352.35,212.83988
117,BTCUSDT-1d-2023-07.csv,1690420000000.0,29354.04,29580.15,29085.44,29220.01,114.03322
118,BTCUSDT-1d-2023-07.csv,1690500000000.0,29234.69,29535.0,29120.0,29310.22,85.97708
119,BTCUSDT-1d-2023-07.csv,1690590000000.0,29324.85,29411.42,29254.66,29345.0,51.74605
120,BTCUSDT-1d-2023-07.csv,1690680000000.0,29347.23,29434.09,29045.16,29290.11,83.47218
121,BTCUSDT-1d-2023-07.csv,1690760000000.0,29280.01,29500.0,29110.37,29227.24,125.57218
122,BTCUSDT-1d-2023-08.csv,1690850000000.0,29238.43,29600.0,28589.26,29600.0,263.82671
123,BTCUSDT-1d-2023-08.csv,1690930000000.0,29600.0,30028.43,28916.79,29185.0,283.23607
124,BTCUSDT-1d-2023-08.csv,1691020000000.0,29185.0,29432.06,28968.2,29194.99,160.8989
125,BTCUSDT-1d-2023-08.csv,1691110000000.0,29186.28,29329.03,28969.74,29119.99,128.25689
126,BTCUSDT-1d-2023-08.csv,1691190000000.0,29119.98,29185.5,28985.71,29065.97,69.35806
127,BTCUSDT-1d-2023-08.csv,1691280000000.0,29065.02,29198.7,29000.16,29091.77,96.32926
128,BTCUSDT-1d-2023-08.csv,1691370000000.0,29092.01,29263.74,28705.0,29200.01,155.12143
129,BTCUSDT-1d-2023-08.csv,1691450000000.0,29205.0,30120.0,29142.3,29774.97,274.69808
130,BTCUSDT-1d-2023-08.csv,1691540000000.0,29774.99,30120.0,29391.94,29575.01,177.6591
131,BTCUSDT-1d-2023-08.csv,1691630000000.0,29575.01,29730.0,29341.32,29454.17,159.47785
132,BTCUSDT-1d-2023-08.csv,1691710000000.0,29454.17,29560.0,29250.0,29427.14,201.05367
133,BTCUSDT-1d-2023-08.csv,1691800000000.0,29427.13,29480.6,29381.84,29424.99,107.37273
134,BTCUSDT-1d-2023-08.csv,1691880000000.0,29415.06,29467.0,29280.01,29311.08,87.20888
135,BTCUSDT-1d-2023-08.csv,1691970000000.0,29301.21,29694.67,29121.97,29432.1,169.25687
136,BTCUSDT-1d-2023-08.csv,1692060000000.0,29432.1,29493.2,29015.3,29190.12,106.07506
137,BTCUSDT-1d-2023-08.csv,1692140000000.0,29187.21,29261.5,28720.69,28734.96,193.24183
138,BTCUSDT-1d-2023-08.csv,1692230000000.0,28734.96,28780.0,26350.0,26630.0,445.99517
139,BTCUSDT-1d-2023-08.csv,1692320000000.0,26625.0,26823.25,25619.9,26060.19,327.77939
140,BTCUSDT-1d-2023-08.csv,1692400000000.0,26059.99,26265.84,25815.0,26106.91,108.76234
141,BTCUSDT-1d-2023-08.csv,1692490000000.0,26106.9,26286.03,25992.52,26186.42,96.81339
142,BTCUSDT-1d-2023-08.csv,1692580000000.0,26194.4,26250.0,25809.39,26122.59,110.56406
143,BTCUSDT-1d-2023-08.csv,1692660000000.0,26133.76,26139.99,25363.16,26054.99,164.89006
144,BTCUSDT-1d-2023-08.csv,1692750000000.0,26059.99,26815.0,25815.61,26449.68,251.58855
145,BTCUSDT-1d-2023-08.csv,1692840000000.0,26449.68,26579.62,25886.7,26175.01,134.73212
146,BTCUSDT-1d-2023-08.csv,1692920000000.0,26181.05,26299.99,25790.0,26064.1,196.37414
147,BTCUSDT-1d-2023-08.csv,1693010000000.0,26064.1,26119.12,25990.38,26013.79,35.33642
148,BTCUSDT-1d-2023-08.csv,1693090000000.0,26015.04,26179.37,25950.0,26098.81,91.37392
149,BTCUSDT-1d-2023-08.csv,1693180000000.0,26108.53,26253.33,25875.0,26128.11,167.82147
150,BTCUSDT-1d-2023-08.csv,1693270000000.0,26127.11,28135.98,25920.52,27723.71,427.89303
151,BTCUSDT-1d-2023-08.csv,1693350000000.0,27724.96,27767.89,27049.81,27295.85,235.22555
152,BTCUSDT-1d-2023-08.csv,1693440000000.0,27298.58,27550.15,25715.51,25949.97,299.19292
153,BTCUSDT-1d-2023-09.csv,1693530000000.0,25949.97,26153.89,25355.12,25814.53,234.55928
154,BTCUSDT-1d-2023-09.csv,1693610000000.0,25814.52,25974.79,25746.8,25865.0,72.48573
155,BTCUSDT-1d-2023-09.csv,1693700000000.0,25864.99,26119.05,25819.46,25979.99,140.10935
156,BTCUSDT-1d-2023-09.csv,1693790000000.0,25979.99,26099.47,25641.14,25829.98,136.2552
157,BTCUSDT-1d-2023-09.csv,1693870000000.0,25827.68,25895.95,25578.56,25780.4,108.31735
158,BTCUSDT-1d-2023-09.csv,1693960000000.0,25784.75,26032.91,25373.4,25764.99,162.75791
159,BTCUSDT-1d-2023-09.csv,1694040000000.0,25764.99,26445.78,25620.0,26253.88,158.85946
160,BTCUSDT-1d-2023-09.csv,1694130000000.0,26253.88,26429.26,25689.9,25912.99,109.6969
161,BTCUSDT-1d-2023-09.csv,1694220000000.0,25905.05,25942.94,25806.0,25907.4,61.87145
162,BTCUSDT-1d-2023-09.csv,1694300000000.0,25903.2,26000.0,25591.08,25837.78,115.26437
163,BTCUSDT-1d-2023-09.csv,1694390000000.0,25837.78,25891.46,24900.0,25164.13,273.08039
164,BTCUSDT-1d-2023-09.csv,1694480000000.0,25157.25,26440.0,25129.38,25840.19,286.7064
165,BTCUSDT-1d-2023-09.csv,1694560000000.0,25840.2,26404.02,25781.11,26215.57,189.91369
166,BTCUSDT-1d-2023-09.csv,1694650000000.0,26224.27,26814.86,26146.2,26521.8,245.60104
167,BTCUSDT-1d-2023-09.csv,1694740000000.0,26536.1,26879.8,26223.75,26603.66,181.06799
168,BTCUSDT-1d-2023-09.csv,1694820000000.0,26599.99,26772.74,26451.15,26564.87,115.57404
169,BTCUSDT-1d-2023-09.csv,1694910000000.0,26564.87,26619.58,26385.94,26525.01,86.33486
170,BTCUSDT-1d-2023-09.csv,1695000000000.0,26525.01,27411.97,26400.0,26756.08,291.42457
171,BTCUSDT-1d-2023-09.csv,1695080000000.0,26764.99,27483.06,26660.01,27212.67,250.90933
172,BTCUSDT-1d-2023-09.csv,1695170000000.0,27212.69,27387.41,26857.59,27134.94,208.20494
173,BTCUSDT-1d-2023-09.csv,1695250000000.0,27121.69,27152.52,26342.0,26566.44,229.63043
174,BTCUSDT-1d-2023-09.csv,1695340000000.0,26573.55,26720.0,26491.73,26579.73,124.6593
175,BTCUSDT-1d-2023-09.csv,1695430000000.0,26582.0,26632.83,26508.65,26580.03,57.47507
176,BTCUSDT-1d-2023-09.csv,1695510000000.0,26584.99,26733.07,26170.88,26243.85,103.37993
177,BTCUSDT-1d-2023-09.csv,1695600000000.0,26249.99,26439.49,26002.79,26300.0,168.70237
178,BTCUSDT-1d-2023-09.csv,1695690000000.0,26300.0,26407.33,26095.0,26211.63,118.01781
179,BTCUSDT-1d-2023-09.csv,1695770000000.0,26219.86,26841.47,26111.78,26373.99,235.94715
180,BTCUSDT-1d-2023-09.csv,1695860000000.0,26373.99,27294.6,26340.0,27023.99,284.86239
181,BTCUSDT-1d-2023-09.csv,1695950000000.0,27023.98,27226.01,26600.0,26909.86,194.77297
182,BTCUSDT-1d-2023-09.csv,1696030000000.0,26902.97,27100.0,26886.09,26960.01,92.61436
183,BTCUSDT-1d-2023-10.csv,1696120000000.0,26960.0,28024.0,26956.0,27994.99,182.15753
184,BTCUSDT-1d-2023-10.csv,1696200000000.0,27994.99,28485.97,27290.8,27544.99,305.42682
185,BTCUSDT-1d-2023-10.csv,1696290000000.0,27538.64,27673.49,27158.39,27420.0,202.03119
186,BTCUSDT-1d-2023-10.csv,1696380000000.0,27420.99,27835.19,27246.0,27790.15,187.67526
187,BTCUSDT-1d-2023-10.csv,1696460000000.0,27789.66,28138.1,27350.0,27419.92,196.41966
188,BTCUSDT-1d-2023-10.csv,1696550000000.0,27410.02,28127.18,27069.93,27935.03,225.39403
189,BTCUSDT-1d-2023-10.csv,1696640000000.0,27936.0,27975.14,27843.65,27952.0,69.06262
190,BTCUSDT-1d-2023-10.csv,1696720000000.0,27952.0,28090.0,27689.99,27920.0,106.82616
191,BTCUSDT-1d-2023-10.csv,1696810000000.0,27915.01,27984.99,27250.0,27584.59,168.02213
192,BTCUSDT-1d-2023-10.csv,1696900000000.0,27579.67,27700.0,27297.92,27418.69,128.99393
193,BTCUSDT-1d-2023-10.csv,1696980000000.0,27418.69,27477.99,26542.08,26879.99,208.7874
194,BTCUSDT-1d-2023-10.csv,1697070000000.0,26879.99,26946.79,26555.82,26764.31,114.60949
195,BTCUSDT-1d-2023-10.csv,1697160000000.0,26765.0,27147.4,26689.1,26859.53,134.54676
196,BTCUSDT-1d-2023-10.csv,1697240000000.0,26866.14,26986.72,26793.53,26858.31,59.97108
197,BTCUSDT-1d-2023-10.csv,1697330000000.0,26858.1,27250.0,26815.02,27135.01,87.94757
198,BTCUSDT-1d-2023-10.csv,1697410000000.0,27141.12,28803.36,27087.8,28466.74,295.79009
199,BTCUSDT-1d-2023-10.csv,1697500000000.0,28466.63,28579.81,28064.1,28403.58,186.50895
200,BTCUSDT-1d-2023-10.csv,1697590000000.0,28403.38,28941.84,28140.0,28318.99,182.28542
201,BTCUSDT-1d-2023-10.csv,1697670000000.0,28318.99,28803.36,28137.02,28717.45,199.52404
202,BTCUSDT-1d-2023-10.csv,1697760000000.0,28718.45,29836.84,28616.92,29659.06,278.35869
203,BTCUSDT-1d-2023-10.csv,1697850000000.0,29659.07,30200.0,29455.3,29904.46,186.32447
204,BTCUSDT-1d-2023-10.csv,1697930000000.0,29904.85,30130.0,29700.0,29992.78,132.86552
205,BTCUSDT-1d-2023-10.csv,1698020000000.0,29992.78,33425.56,29875.5,32915.0,503.45501
206,BTCUSDT-1d-2023-10.csv,1698110000000.0,32915.0,35100.0,32846.23,33932.19,625.25892
207,BTCUSDT-1d-2023-10.csv,1698190000000.0,33932.22,35000.0,33670.98,34520.97,344.09174
208,BTCUSDT-1d-2023-10.csv,1698280000000.0,34520.97,34803.48,33762.93,34157.97,302.09876
209,BTCUSDT-1d-2023-10.csv,1698360000000.0,34174.04,34248.27,33201.35,33870.0,193.98987
210,BTCUSDT-1d-2023-10.csv,1698450000000.0,33870.0,34314.9,33818.82,34097.09,85.94278
211,BTCUSDT-1d-2023-10.csv,1698540000000.0,34095.3,34717.13,33936.34,34522.08,138.24133
212,BTCUSDT-1d-2023-10.csv,1698620000000.0,34531.64,34873.66,34052.33,34481.52,235.60469
213,BTCUSDT-1d-2023-10.csv,1698710000000.0,34481.52,34635.0,34064.94,34627.47,179.45831
214,BTCUSDT-1d-2023-11.csv,1698800000000.0,34627.2,35496.2,34100.0,35400.13,370.11502
215,BTCUSDT-1d-2023-11.csv,1698880000000.0,35427.62,35954.99,34555.0,34942.95,328.43787
216,BTCUSDT-1d-2023-11.csv,1698970000000.0,34945.31,34947.97,34121.79,34720.25,215.27124
217,BTCUSDT-1d-2023-11.csv,1699060000000.0,34707.48,35211.47,34588.28,35048.07,104.6704
218,BTCUSDT-1d-2023-11.csv,1699140000000.0,35038.73,35377.11,34600.0,35024.18,154.72625
219,BTCUSDT-1d-2023-11.csv,1699230000000.0,35007.74,35278.0,34735.93,35042.52,227.77083
220,BTCUSDT-1d-2023-11.csv,1699320000000.0,35040.08,35700.0,34524.98,35385.6,287.00925
221,BTCUSDT-1d-2023-11.csv,1699400000000.0,35405.58,35947.0,35103.03,35628.94,287.54097
222,BTCUSDT-1d-2023-11.csv,1699490000000.0,35628.93,37974.85,35550.0,36680.47,646.32063
223,BTCUSDT-1d-2023-11.csv,1699570000000.0,36701.93,37450.0,36400.01,37295.58,296.49994
224,BTCUSDT-1d-2023-11.csv,1699660000000.0,37278.23,37387.0,36728.06,37143.52,181.84587
225,BTCUSDT-1d-2023-11.csv,1699750000000.0,37140.0,37199.0,36760.0,37085.2,105.9848
226,BTCUSDT-1d-2023-11.csv,1699830000000.0,37085.19,37399.0,36193.3,36466.15,257.17992
227,BTCUSDT-1d-2023-11.csv,1699920000000.0,36465.6,36744.96,35200.0,35557.53,296.88478
228,BTCUSDT-1d-2023-11.csv,1700010000000.0,35550.0,37850.0,35378.95,37846.08,321.64399
229,BTCUSDT-1d-2023-11.csv,1700090000000.0,37846.09,37850.0,35505.64,36209.38,355.45139
230,BTCUSDT-1d-2023-11.csv,1700180000000.0,36197.88,36699.0,35868.57,36566.73,255.38624
231,BTCUSDT-1d-2023-11.csv,1700270000000.0,36566.73,36765.65,36192.87,36568.81,98.56694
232,BTCUSDT-1d-2023-11.csv,1700350000000.0,36570.01,37429.55,36391.47,37352.05,181.97825
233,BTCUSDT-1d-2023-11.csv,1700440000000.0,37357.64,37696.51,36704.26,37400.0,268.74155
234,BTCUSDT-1d-2023-11.csv,1700520000000.0,37400.01,37575.51,35755.0,35780.49,376.67386
235,BTCUSDT-1d-2023-11.csv,1700610000000.0,35755.01,37740.0,35735.33,37360.0,367.60566
236,BTCUSDT-1d-2023-11.csv,1700700000000.0,37365.11,37649.99,36886.88,37290.14,171.55226
237,BTCUSDT-1d-2023-11.csv,1700780000000.0,37302.01,38404.2,37254.54,37716.86,285.51062
238,BTCUSDT-1d-2023-11.csv,1700870000000.0,37725.01,37888.0,37593.67,37794.42,81.81006
239,BTCUSDT-1d-2023-11.csv,1700960000000.0,37777.01,37821.55,37181.0,37450.0,138.10811
240,BTCUSDT-1d-2023-11.csv,1701040000000.0,37450.0,37557.77,36720.09,37237.52,165.29516
241,BTCUSDT-1d-2023-11.csv,1701130000000.0,37251.95,38222.0,36875.0,37823.4,260.66305
242,BTCUSDT-1d-2023-11.csv,1701220000000.0,37824.52,38432.91,37575.0,37861.76,224.76946
243,BTCUSDT-1d-2023-11.csv,1701300000000.0,37845.94,38141.87,37509.01,37730.97,185.0633
244,BTCUSDT-1d-2023-12.csv,1701390000000.0,37730.95,38976.67,37611.02,38688.5,305.46832
245,BTCUSDT-1d-2023-12.csv,1701480000000.0,38686.64,39699.95,38639.15,39453.91,167.97752
246,BTCUSDT-1d-2023-12.csv,1701560000000.0,39471.72,40179.82,39277.33,40020.0,215.89243
247,BTCUSDT-1d-2023-12.csv,1701650000000.0,40019.99,42399.12,40000.0,41998.28,528.09176
248,BTCUSDT-1d-2023-12.csv,1701730000000.0,41980.02,44482.83,41420.69,44151.45,476.49982
249,BTCUSDT-1d-2023-12.csv,1701820000000.0,44153.06,44278.84,43382.42,43779.58,327.97515
250,BTCUSDT-1d-2023-12.csv,1701910000000.0,43779.59,44038.08,42961.77,43283.59,257.92184
251,BTCUSDT-1d-2023-12.csv,1701990000000.0,43284.97,44700.01,43082.72,44178.56,271.66113
252,BTCUSDT-1d-2023-12.csv,1702080000000.0,44154.13,44348.86,43600.32,43701.86,130.27304
253,BTCUSDT-1d-2023-12.csv,1702170000000.0,43727.71,44024.18,43600.02,43788.74,108.3228
254,BTCUSDT-1d-2023-12.csv,1702250000000.0,43777.37,43820.0,40232.18,41237.41,349.01806
255,BTCUSDT-1d-2023-12.csv,1702340000000.0,41237.41,42100.0,40679.77,41465.48,246.18935
256,BTCUSDT-1d-2023-12.csv,1702430000000.0,41494.58,43440.76,40647.38,42878.34,261.76573
257,BTCUSDT-1d-2023-12.csv,1702510000000.0,42890.31,43411.81,41503.81,43031.93,245.7777
